Tweet,Predicted Sentiment,Predicted Reasoning,Actual Sentiment
Literally every single grocery store/retail worker coming home from work during the #coronavirus freak out: https://t.co/KUsWS7qCr1,Negative,"The tweet references grocery store and retail workers returning home from work during the ""#coronavirus freak out."" The emotionally charged terms here are ""freak out,"" which conveys a sense of anxiety or chaos surrounding the coronavirus situation. The tweet appears to be highlighting the stressful or overwhelming experience of workers during this period, but does not directly express anger, insult, or overt negativity—rather, it acknowledges struggle or fatigue within a broader social context. There is also no explicitly positive language, nor is the tone objectively neutral, as it alludes to widespread stress and difficulty.",0
Idk why lyft and Uber donÂt have a discount for people to get back and fort to work like  me I have to use Uber and Lyft and the prices are crazy.???????????????????? #coronavirus #lyft #uber @uber @lyft @AskLyft,Negative,"Step 1: Identify emotionally charged or judgmental words—""prices are crazy"" is a negative expression. The repeated use of question marks indicates frustration or disbelief. The tweet also points out the lack of discounts for essential rides to work, which indicates a sense of complaint or dissatisfaction. Step 2: The overall tone is unhappy and frustrated because the author is troubled by high prices and the lack of support from companies during a difficult time (#coronavirus). There aren't any positive or neutral phrases to offset this negativity.",0
See the rest here! https://t.co/sLcWJ0fJwH #toiletpaper #ToiletRollChallenge #shopping #groceryshopping #Shortage #cartoons #COVID?19 #coronavirus #sears https://t.co/YO70dTmpx1,Neutral,"The tweet consists mainly of a call to action (""See the rest here!""), a URL link, and a series of hashtags, such as #toiletpaper, #ToiletRollChallenge, #shopping, #groceryshopping, #Shortage, #cartoons, #COVID?19, #coronavirus, and #sears. There are no emotionally charged or judgmental words present. The hashtags refer to topics that might be associated with negative circumstances (e.g., #Shortage, #COVID?19), but in this context, they are used as labels or categories rather than expressions of emotion. The overall tone of the tweet is informational and promotional, not expressing any direct emotion, opinion, or judgment.",1
Yet again we see inflated prices on medication. I'm fuming that companies are profiteering during this crisis. @SWBHnhs @SandwellTS #sandwell #coronavirus https://t.co/8C3H5mQUwV,Negative,"The tweet uses emotionally charged words and phrases such as ""inflated prices,"" ""I'm fuming,"" and ""profiteering,"" which express strong frustration and anger towards companies increasing medication prices during a crisis. The use of ""crisis"" amplifies the negative emotions, highlighting the user's disapproval and distress with the situation. These negative keywords and the tone of the tweet clearly indicate dissatisfaction and outrage.",0
"Consumer spending has shifted dramatically since most people have to stay at home.
https://t.co/QU9Q7mXVCa #spending #coronavirus #economics https://t.co/TCThOcIx0I",Neutral,"The tweet describes a factual change in consumer behavior (""Consumer spending has shifted dramatically since most people have to stay at home""). The words used (""shifted dramatically,"" ""have to stay at home"") are neutral and descriptive rather than emotionally charged or judgmental. The hashtags and the link further suggest this is meant to inform or report, not to express positive or negative feelings. There are no words conveying happiness, sadness, anger, or other strong emotions.",1
We cannot sincerely thank our staff our delivery drivers our teachers our supermarket workers all whilst living our lives as if nothing needs to change writes Iffat Mirza Read more,Negative,"The tweet mentions thanking staff, delivery drivers, teachers, and supermarket workers, which is generally positive. However, it also contains criticism in the phrase ""all whilst living our lives as if nothing needs to change,"" suggesting hypocrisy or a lack of sincerity in expressions of gratitude. The tweet is making a critical observation about societal behavior rather than focusing on appreciation or positivity alone. The tone is reflective and somewhat admonishing, highlighting a negative aspect of current actions or attitudes.",0
"On quick runs to the supermarket I write messages to urge people to stay home and keep children away from playgrounds. We cannot paint a mural in order to bring awareness, but thereÂs always chalk. 
#COVID19 #coronavirusoutbreak #Coronavirus #2019nCoV #washingtonheights https://t.co/EscpLNawaa",Positive,"The tweet describes actions taken to urge the community to stay home and keep children away from playgrounds during the COVID-19 outbreak. The words ""urge"" and ""cannot"" suggest concern and limitations. However, the author adapts creatively by using chalk in place of a mural to raise awareness. While the situation is inherently serious and contains elements of concern, the constructive approach and focus on community action (using chalk messages) add a note of positivity and hopefulness to the message, rather than outright negativity or complete neutrality.",1
"One thing about it. Nielsen gonna get their consumer data https://t.co/kGX6wPbZdq

Might dive into this if I have time to help with brainstorming any opportunities here. Because marketing language will shift into these funnels. 

Want that? Text 'yes' to 903-689-1975",Neutral,"The tweet mentions that ""Nielsen gonna get their consumer data,"" which is a factual statement and does not contain emotionally charged or judgmental words. The user expresses interest in possibly diving into the topic to help brainstorm opportunities, indicating a proactive and constructive outlook. The mention that ""marketing language will shift into these funnels"" also reflects a neutral observation about industry changes rather than any strong opinion. The call-to-action ""Want that? Text 'yes'..."" is promotional and matter-of-fact. Overall, the wording does not express any strong positive or negative emotion; it is more businesslike and informative.",2
"Empty shelves in a Berlin supermarket amid COVID-19 outbreak

Read here: https://t.co/CoAmOVc9T3

#eaglenews https://t.co/aQ5dAkv3Tx",Neutral,"The tweet describes a factual situation—empty shelves in a Berlin supermarket during the COVID-19 outbreak. There are no emotionally charged or judgmental words; the language is objective and simply reports an observation. The tone is neutral and informational, without expressions of fear, frustration, or positivity. The inclusion of a link for more information further emphasizes the intention to inform rather than to evoke emotion.",0
PARA AQUE Transport service for medical and health workers law enforcers gov t employees supermarket drugstore restaurant bank and BPO employees Check for updates and more transport services,Neutral,"The tweet provides information about a transport service available for specific groups, such as medical and health workers, law enforcers, government employees, supermarket, drugstore, restaurant, bank, and BPO employees. The language used is factual and informative, with no emotionally charged or judgmental words. There is no overt expression of positive or negative emotion, just an invitation to check for updates and more services. The overall tone is neutral and service-oriented.",1
"Love to the freelancers, self employed, small business owners and the covid-19 redundant.  

Grateful thanks to the NHS staff and care workers, the supermarket staff, the delivery drivers, the utility workers and the TV workers.

Help each other out as much as you can. 

YB.",Positive,"The tweet contains several emotionally charged and positive words and phrases such as ""Love to,"" ""Grateful thanks,"" and ""Help each other out."" The tweet expresses support and gratitude for various groups of people, especially those working during difficult circumstances or affected by the COVID-19 pandemic. The language is appreciative, caring, and encourages mutual assistance and solidarity, all of which contribute to a warm and uplifting tone.",2
"What jobs are essential?

What the job profits is essential to the CEO and their family

What the job pays is essential to the employee and their family

What the job produces is essential to the consumer and their family

We MUST open the economy! 

#coronavirus #Covid_19",Neutral,"First, let's identify emotionally charged or judgmental words. The tweet uses the word ""MUST"" in all caps, which expresses urgency and a strong opinion. Words like ""essential"" are repeated several times, emphasizing importance to different parties (CEOs, employees, consumers). The context references the debate surrounding the reopening of the economy during the coronavirus pandemic. The tweet does not contain explicitly negative or positive emotional language (e.g., anger, joy, fear) directed at any group or situation but strongly urges economic reopening as necessary for various stakeholders.

The phrasing implies a sense of necessity and importance regarding jobs and reopening the economy. While there is no direct blame or overt optimism, the tone is assertive and pressing. The tweet bridges concerns of all affected parties but centers around the imperative to open the economy, suggesting that the benefits are crucial, though not expressing happiness or rage about the situation.

Based on these observations, the tweet reflects a strong, insistent opinion but does not contain overt positive or negative emotional content. It is argumentative and focused on necessity rather than emotion.",2
Âand Martin upset some of his workers by telling them they should consider getting a job with a supermarket instead.Â https://t.co/UsxJGt6C11 YES THAT WOULD ANNOY ME TOO,Negative,"The phrase “Martin upset some of his workers” is emotionally charged, with “upset” indicating negativity. The quote “telling them they should consider getting a job with a supermarket instead” implies that Martin made a disparaging suggestion, likely to the dissatisfaction of his workers. The tweet author reinforces the negative perception by saying “YES THAT WOULD ANNOY ME TOO”, which is a judgmental and emotive response, emphasizing annoyance. The tone is clearly sympathetic to the workers' negative feelings and critical of Martin's comments.",0
Going grocery shopping this weekend Please be extra kind to the store employees These men amp women are on the front lines during the The last time I went I could sense the clerk s tension about working under these circumstances amp offered words of encouragement,Positive,"The tweet uses phrases such as ""please be extra kind,"" ""on the front lines,"" ""clerk's tension,"" ""working under these circumstances,"" and ""offered words of encouragement."" The mention of ""tension"" and ""working under these circumstances"" acknowledges the stressful and difficult situation faced by store employees (likely during a crisis such as a pandemic), adding a note of empathy and seriousness. However, the main focus is on encouragement and kindness, urging others to treat store employees with respect and consideration. The act of offering words of encouragement further emphasizes a supportive and positive attitude toward those affected.",2
"Thank you to the truck drivers, grocery &amp; convenient store workers who are keeping food delivered and available.  #coronavirus #americastrong",Positive,"The tweet uses the phrase ""Thank you,"" which is an expression of gratitude and appreciation. The tweet acknowledges the efforts of truck drivers, grocery, and convenience store workers for keeping food delivered and available during the coronavirus pandemic. The hashtags ""#coronavirus"" and ""#americastrong"" further emphasize support, solidarity, and a positive collective spirit. There are no negative or neutral words; the tone is appreciative and supportive throughout.",2
"retailgazette: .Tesco has become the latest supermarket to announce plans to recruit new staff to cope with the #coronavirus outbreak overwhelming stores.  

https://t.co/ekjuqu0Bhp

#newjobs #recruitment #covid19 #supermarkets",Neutral,"The tweet contains neutral and factual language, announcing that Tesco is recruiting new staff to manage increased demand during the coronavirus outbreak. Phrases like ""to cope with the #coronavirus outbreak overwhelming stores"" state a challenging situation but are not emotionally charged or judgmental. Hashtags like #newjobs and #recruitment suggest a potentially positive aspect (job creation), but the primary context centers around informing about a response to a crisis rather than expressing a positive or negative opinion. Thus, the overall tone is informative and balanced.",1
House prices and Covid-19: The housing market is in deep freeze Â what happens when it thaws out? #property #COVID19  https://t.co/avCKi2AqbI via @MoneyWeek https://t.co/60bX4sqBoK,Neutral,"The tweet contains the phrase ""the housing market is in deep freeze,"" which implies stagnation or inactivity in the market, often perceived as negative in economic terms. However, it does not use overtly emotional or highly judgmental language. The phrase ""what happens when it thaws out?"" introduces an element of speculation about the future but does not explicitly express hope or concern. The hashtags and links are informational and do not add emotional weight. Overall, while there is a mild negative implication in ""deep freeze,"" the tweet is mostly analytical and exploratory about future events, without clear positive or negative emotion dominating.",2
Supermarket lines in,Neutral,"The tweet ""Supermarket lines in"" is incomplete and does not contain any emotionally charged or judgmental words. There is no clear context or tone presented, and no keywords that suggest a positive or negative sentiment. Without more information, it is not possible to derive an emotional tone from this fragment.",1
"@tv9kannada 
Respected Team tv9
I'm requesting you that the prices of homeneeds very high in Bangalore. The merchants in Bangalore were charging too much due to covid-19. So please make it something to do by government of Karnataka. Otherwise people w",Negative,"The tweet uses phrases like ""the prices of homeneeds very high"" and ""merchants... charging too much due to covid-19,"" which are emotive and express concern or dissatisfaction. The tone is a complaint, as the user is requesting action to address a problem. There is no praise, happiness, or positive language; instead, the overall tone is one of frustration and worry about high prices. Thus, the sentiment is negative.",2
"From here on IÂm doing online shopping from PnP and Woolies. 

I understand why they say just stay indoors hey! I saw it! 

And this man is out here in the streets shopping with his toddler!!!! 

#CoronavirusInSouthAfrica 
#Covid_19 
#CoronaVirusSA",Negative,"The tweet contains emotionally charged words and exclamation marks, which indicate a strong reaction. Phrases like ""I understand why they say just stay indoors hey! I saw it!"" and ""this man is out here in the streets shopping with his toddler!!!!"" show concern, disbelief, and perhaps frustration about someone not following safety recommendations during the coronavirus outbreak. The use of multiple exclamation marks and the context of the hashtags emphasize anxiety and criticism related to the pandemic. There are no positive words or neutral observations in the message; the tone is clearly critical and worried.",1
"#Coronavirus Amazing video from a man in Italy with a heartbreaking ending. We must all be responsible. One thing I hadn't thought about was sanitizing the bottoms of our shoes if we do go to the grocery store, etc. Still so much we don't know.

https://t.co/2rwMiAP25w",Negative,"In this tweet, the phrase ""heartbreaking ending"" is an emotionally charged and negative phrase, suggesting sadness or distress related to the video mentioned. The word ""amazing"" is positive, but it refers specifically to the video’s quality, not the overall feeling. The tweet also contains concern and uncertainty, such as ""We must all be responsible,"" ""one thing I hadn't thought about,"" and ""Still so much we don't know,"" which indicates apprehension and seriousness rather than positivity. There are no overtly positive emotional responses, and the overall tone is more somber and cautionary due to the subject of the video and the seriousness of the advice being given.",2
Food and Beverage Retailers in Canada Hit Hard Amid COVID 19 Panic   EIC,Negative,"The phrase ""Hit Hard"" is emotionally charged and carries a negative connotation, implying significant negative impact or hardship. The context ""amid COVID 19 Panic"" adds to the negativity by referencing a crisis and widespread fear. Overall, the tweet conveys a message of distress or challenge facing food and beverage retailers in Canada, rather than any neutral or positive development.",0
The lines on Monday for the copying machine gonna be worse than the grocery store for members,Negative,"The tweet uses words and phrases like ""worse than"" and compares the lines for the copying machine to long lines at the grocery store, which is typically considered a negative experience. The word ""worse"" signals a sense of dread or inconvenience. There are no positive or neutral emotionally charged words; the overall tone indicates annoyance or frustration about the anticipated situation.",0
"As concerns about the #coronavirus pandemic continued to escalate, so did shopping at grocery and drug stores. Per our Buyer Intelligence Database, store trips began growing in earnest around March 1 and really took off last week--with visits peaking on March 13. https://t.co/mfUDq7KMoP",Neutral,"The tweet primarily reports factual information about shopping activity in response to the #coronavirus pandemic. The wording ""concerns... continued to escalate"" is somewhat emotionally charged, signaling worry or anxiety about the pandemic, but is presented in a neutral, descriptive manner. The phrases ""store trips began growing in earnest"" and ""visits peaking on March 13"" are stated factually, without emotional or judgmental language. There is no clear indication of positivity or negativity toward the events; rather, the tweet aims to inform the audience based on data.",2
@BorisJohnson how are supermarket workers meant to practice social distancing when the public don't observe it and our bosses flatly refuse to let us attempt to protect ourselves with masks or gloves? We are feeling very vulnerable &amp; need help #Covid_,Negative,"The tweet contains emotionally charged words and phrases such as ""flatly refuse,"" ""protect ourselves,"" ""feeling very vulnerable,"" and ""need help."" These express frustration, fear, and a lack of support. The tone is clearly one of complaint and concern, highlighting negative experiences and a sense of vulnerability during a stressful situation. There is no indication of positivity or neutrality; rather, the focus is on criticizing the lack of protective measures and expressing distress.",2
Out and about in West This time in Truro City Centre at 2pm Thank you everybody gold star   checking the supermarket car parks as well for signs of those making unnecessary journeys from other parts of the UK All good so far,Positive,"The tweet uses phrases such as ""Thank you everybody gold star"", which express appreciation and positivity. There are no emotionally charged or judgmental words that convey anger, frustration, or sadness. The mention of ""checking the supermarket car parks...for signs of those making unnecessary journeys"" is stated factually, without negative connotation or criticism. The closing remark ""All good so far"" adds a reassuring and positive touch to the message. Overall, the tone is courteous and constructive, focused on appreciation and calm observation.",2
"GROCERY STORE HACKS 
#coronavirus #CoronaVirusUpdate #CoronaCrisis 
#CoronavirusPandemic 
(hea!th)  
https://t.co/ALxFjzBIeT",Neutral,"The tweet uses neutral language, with phrases like ""GROCERY STORE HACKS"" and hashtags related to coronavirus. There are no emotionally charged or judgmental words; instead, the tweet appears to be sharing useful tips or information in the context of the pandemic. The presence of a link and the term ""hea!th"" suggest the intent is to inform or help rather than express a positive or negative emotion. Overall, the tone is informational rather than emotive.",1
Every time I have to grab a new roll of tp I do a calculation in my head.  #coronavirus #toiletpaper #ididnothoard,Neutral,"The tweet mentions ""every time I have to grab a new roll of tp I do a calculation in my head,"" which alludes to being cautious or concerned about toilet paper usage. The hashtags #coronavirus and #toiletpaper reference a situation where these items are scarce, and #ididnothoard implies a defense against hoarding accusations. However, the tweet avoids using strong emotional or judgmental language; it's stated in a factual and slightly humorous way without visible frustration, anger, happiness, or sadness. The tone suggests mild anxiety or caution, but overall maintains a neutral and self-aware demeanor.",1
"Covid 19 coronavirus: Supermarket pricing, staffing, stock in govt spotlight https://t.co/IzMRncLNVy https://t.co/yeQKBhB70m",Neutral,"The tweet presents factual information about supermarket pricing, staffing, and stock being in the government's spotlight due to Covid-19. There are no emotionally charged or judgmental words present, and the phrasing is neutral and report-like. The context is informative without expressing a clear positive or negative opinion.",1
"@wearyrabbit Hi there - We're working closely with suppliers to restock so we can get as much food into as many homes as possible. We're experiencing high demand currently and we apologise if you did not receive the exact items you ordered. For more info,",Neutral,"The tweet uses polite and apologetic language (""We're working closely"", ""we apologise"", ""we can get as much food into as many homes as possible""). There is an acknowledgement of a problem (not receiving exact items ordered) and an expression of regret, but the tone is constructive and focuses on the solution (""restock"", ""working closely with suppliers""). No strong emotionally charged negative or positive words are used, and the tone aims to inform and reassure rather than to express overt positivity or negativity. The phrasing is diplomatic and focused on addressing concerns.",2
I work in the retail industry and got the call IÂve been dreading store will be closing and will re-open when covid-19 settles. Really sucks as once all my annual leave is used it will be annual leave unpaid :( maybe itÂs a blessing in disguise and I start streaming?,Negative,"The tweet contains emotionally charged and judgmental words such as ""dreading,"" ""Really sucks,"" and a sad face emoticon "":(,"" reflecting anxiety and disappointment about the store closing and potential financial strain. The phrase ""blessing in disguise"" and considering starting streaming introduce a slightly hopeful undertone. However, the overall language conveys more concern and negativity about the situation than optimism, suggesting the primary emotional tone is negative despite a slight hint of hopefulness at the end.",0
"Prices will be trippled by the 25th, the time Black People get paid..#CoronaVirusSA #COVID2019 #Makro... To all you commercial students we all know the law of demand and supply... Don't say I didn't tell you.",Negative,"The tweet contains emotionally charged language such as ""Prices will be trippled,"" which suggests a negative economic impact. The mention of ""the time Black People get paid"" introduces a commentary on timing and perhaps exploitation or unfairness. The phrase ""Don't say I didn't tell you"" adds a tone of warning or frustration. The overall context, combined with hashtags referencing the coronavirus, indicates concern or criticism about price increases and their timing. There is no positive or neutral emotional language; rather, the tweet expresses worry and a sense of injustice.",0
"@AlinejadMasih @BabakTaghvaee This is the point. The #panic is worse than the #CoronaVirus 

All the money in the world won't matter when people are not at work producing food and other essentials. $1 million in gold right now does not buy you toilet ",Negative,"The tweet uses emotionally charged words like ""#panic"" and describes it as being ""worse than the #CoronaVirus,"" which indicates a negative perception of the current situation. The phrase ""all the money in the world won't matter"" and the statement about not being able to buy essentials, even with ""$1 million in gold,"" further emphasize a sense of anxiety and pessimism about the impacts of the panic on daily life and basic needs. There are no positive or neutral sentiments expressed; the overall tone conveys worry and negativity about the circumstances.",2
I need to thank Supermarket for their speed delivery service I ordered around 1 30pm today and they delivered the items at 4pm today Well packed in boxes,Positive,"The tweet contains positive phrases such as ""thank Supermarket"", ""speed delivery service"", ""delivered the items at 4pm"" (suggesting promptness), and ""Well packed in boxes"" (indicating satisfaction with packaging). There are no emotionally charged negative or judgmental words present, and the overall tone is one of appreciation and satisfaction.",2
"@amazon  #AmazonPrime  should add a ""price gouging"" button to item listings we can use to report vendors raising prices to ridiculous amounts during this crisis so Amazon can regulate these terrible people #pricegouging #amazon #coronavirus #CoronavirusPa",Negative,"The tweet uses emotionally charged and judgmental words such as ""price gouging,"" ""ridiculous amounts,"" ""crisis,"" ""regulate,"" and ""terrible people."" These phrases convey strong disapproval and criticism toward vendors who raise prices excessively during a crisis. The tone is accusatory and negative, focusing on the problem of unethical behavior by vendors rather than expressing satisfaction or neutrality. Although the user suggests a constructive solution (""add a 'price gouging' button""), the dominant sentiment expressed toward the situation and those engaging in price gouging is clearly negative.",0
#coronavirus Family fined after selling medical #masks in Port Coquitlam at steep prices https://t.co/NfsMqKVTeq,Negative,"The tweet reports an incident where a family was fined for selling medical masks at ""steep prices"" during the coronavirus period. The phrase ""fined after selling medical #masks... at steep prices"" carries a negative connotation, as it highlights a punitive action due to unethical behavior (price gouging during a crisis). Words like ""fined"" and ""steep prices"" are emotionally charged and relate to wrongdoing. The overall tone is critical, focusing on the negative consequences of the family's actions rather than any positive or neutral aspects.",1
@khadijapatel WhatÂs the reason why publications wonÂt survive COVID-19? You guys play a major role in bridging the gap of communication between the consumer and the govt?,Neutral,"The tweet does not contain any overtly emotionally charged or judgmental words. The user asks a question about why publications might not survive COVID-19 and follows up with a statement that publications play a major role in bridging communication gaps between consumers and the government. The tone is inquisitive and appreciative, recognizing the value of publications, but it does not express strong emotions of negativity or positivity. The primary emotion is curiosity, with a mild undertone of respect for the role of publications.",2
Why garden centers are surprisingly busy right now &amp; to meet demand businesses like @Sprucegarden have switched to online sales. https://t.co/YP3lNDTunU @calgaryherald #gardening #yyc #wheatlandcounty,Neutral,"The tweet contains words such as ""surprisingly busy"" and ""to meet demand,"" which imply increased activity and business. The tweet also notes that businesses have ""switched to online sales,"" which is a neutral factual statement about adapting business practices. There is no negative language or judgmental words used. The tone is informational and discusses the increased interest in gardening and how businesses are responding.",2
I m going to go so far as to say the trip I just took to the store changed my reality and I need some time to process it I have been the furthest thing from denial about this pandemic but seeing a grocery store in the age of COVID 19 with all its safety procedures was eerie,Negative,"The tweet describes a visit to the store during the COVID-19 pandemic. The emotionally charged or judgmental words and phrases include ""changed my reality,"" ""need some time to process it,"" ""furthest thing from denial,"" and ""eerie."" The overall tone suggests that the experience was impactful in a surprising and unsettling way. The use of ""eerie"" describes an unsettling or disturbing feeling, which is generally negative. There is no mention of positive emotions or satisfaction; instead, the author expresses shock and discomfort with the new reality.",2
"By David Jessop

In normal times a sudden drop in the price of oil would elicit a collective sigh of relief among Caribbean governments and Central Bankers. However, these are not normal times. https://t.co/ATrW0jrSbq https://t.co/RnjD3ubSrd",Neutral,"The tweet discusses a sudden drop in the price of oil and states that, ""In normal times, [this] would elicit a collective sigh of relief among Caribbean governments and Central Bankers,"" which is generally a positive outcome. However, it follows with, ""these are not normal times,"" suggesting that the current situation prevents this typically positive response. The phrase ""these are not normal times"" is neutral but hints at underlying challenges or uncertainties. The tweet lacks overtly positive or negative emotionally charged words. The tone is factual, focusing on the context rather than expressing joy or concern directly.",2
There s lots of places hiring workers but almost all of the listings are grocery store and retail jobs that put workers directly in contact with COVID 19 I wrote about grocery store worker safety during the pandemic and concerns about these jobs here,Negative,"The tweet discusses job listings primarily in grocery and retail, highlighting that these positions put workers ""directly in contact with COVID 19."" The focus is on worker safety and concerns during the pandemic, with the author mentioning that they wrote about these issues. The emotionally charged or judgmental words and phrases include ""put workers directly in contact with COVID 19"" and ""concerns about these jobs."" These terms convey worry and potential danger, suggesting negative consequences for workers’ health and safety. There are no positive or neutralizing words; the overall context emphasizes risk and concern.",2
Went to my local supermarket and was allowed to buy 4 rolls for $5.00. #coronavirus https://t.co/IOaXonYW4w,Neutral,"The tweet describes visiting a supermarket and being allowed to purchase 4 rolls for $5, with a #coronavirus tag. There are no emotionally charged or judgmental words present; the tweet simply states a factual observation. The phrasing does not indicate strong feelings of satisfaction or dissatisfaction, nor does it express gratitude, frustration, or any other emotional response. The context (coronavirus) may suggest scarcity or purchase limits, but the tweet itself does not express a positive or negative attitude about these facts.",1
"Posted a few of these this morning, I work 10hr shifts but can pop by a supermarket on my way home from work. We have a few elderly neighbours who wre stuck. Hopefully they will feel a little less scared. Every little helps and all. #Covid_19 #helpingothers #neighbours https://t.co/yKR3GNYkEb",Positive,"The tweet describes the user's actions of helping elderly neighbors during the Covid-19 pandemic, mentioning that they work long shifts but still make an effort to assist others. Phrases such as ""helping others,"" ""hopefully they will feel a little less scared,"" and ""every little helps"" are emotionally positive and indicate compassion, generosity, and community spirit. Although the context references a difficult situation (""elderly neighbours who are stuck,"" ""Covid-19""), the overall tone is uplifting and supportive, focusing on positive actions and hope rather than on negativity or distress.",2
The Ministry of @RwandaTrade has fixed food prices in order to prevent markets from hiking them during the #coronavirus outbreak. #leadership https://t.co/yi0uatWxOJ,Positive,"The tweet describes an action taken by the Ministry of @RwandaTrade to fix food prices and prevent hikes during the coronavirus outbreak. The terms ""prevent,"" ""leadership,"" and the context of proactive government intervention suggest a positive tone. The hashtag #leadership further reinforces approval and praise towards the action. There are no negative or neutral emotionally charged words or phrasing; instead, the tone signals approval and appreciation for the government's response during a crisis.",1
"ÂThe health crisis is thus forcing capital to focus on life and life-making work such as healthcare, social care, food production and distribution. 

We demand that this focus remains even when the pandemic has passed...Â

https://t.co/HDwZ8Vxnxu",Positive,"The tweet discusses how the health crisis is causing increased attention on essential sectors like healthcare and food production, which is presented as a necessary and positive shift (""forcing capital to focus on life and life-making work""). The wording ""We demand that this focus remains even when the pandemic has passed"" is assertive but not emotionally negative or hostile; it expresses a hopeful or aspirational tone that the positive changes brought about by the crisis should be sustained into the future. There is no use of negative or judgmental language; rather, the message is about maintaining a beneficial change.",0
Worried how far apart you should be in a supermarket line up while No surprise the Danes have a simple design solution for that via Henrik Schou,Positive,"The tweet uses the word ""worried,"" which is an emotionally charged word indicating concern or anxiety. However, it quickly shifts focus to a ""simple design solution"" provided by the Danes, which frames the rest of the tweet positively. The phrase ""No surprise"" suggests an expectation of a good solution from the Danes, indicating admiration or approval. Therefore, despite the initial mention of worry, the overall tone is positive, highlighting a helpful and clever solution to a common concern.",1
"If millions of Americans are making more trips to the grocery because of anti-price gouging laws or sentiment, it would be a sad irony. https://t.co/TnJK5lY4qa",Negative,"The tweet contains the emotionally charged phrase ""sad irony,"" which carries a negative connotation. The statement suggests that there is an unintended and unfortunate consequence (""making more trips to the grocery"") caused by ""anti-price gouging laws or sentiment."" The use of ""sad irony"" emphasizes disappointment or regret about the situation, pointing to a negative overall tone when interpreting the phrasing and context.",0
#COVID2019 #Day3 shops and businesses- can you turn off non essential touchscreens like having to enter registration numbers for supermarket car parks please? #StopTheSpread @SkyNews @BBCNews @MattHancock @JonAshworth @Q66Suzi @NHS,Neutral,"The tweet is making a request to shops and businesses to turn off non-essential touchscreens in supermarket car parks, in the context of COVID-19 (#StopTheSpread). There are no emotionally charged or judgmental words present; instead, the language is polite and factual. The tweet is oriented toward public health concerns and is tagged with relevant news and health officials, suggesting a constructive intent rather than emotional expression. There is no evidence of praise, frustration, or criticism—just a clear, reasonable suggestion.",2
"Tell me you guys are not gonna wear goggles and shower caps when you wanna go for grocery shopping or something else. 
#coronavirus",Negative,"The tweet uses a slightly sarcastic or incredulous tone, questioning whether people will go to the extent of wearing goggles and shower caps for grocery shopping due to coronavirus fears. The phrase ""Tell me you guys are not gonna…"" implies disbelief and mild criticism of extreme precautionary measures. While not overtly harsh or angry, it expresses some skepticism or negativity toward such behavior rather than supporting or celebrating it. There are no overtly positive or optimistic keywords, and the overall context is one of mild mockery or criticism.",1
Please help #FlattenTheCurve of online shopping and refrain from buying non essential items during the Covid-19 pandemic. Your local delivery service providers are working 11 hour days even during a global crisis. Your new patio set and curtains can wait a few months Susan. https://t.co/ruNZHOla5o,Negative,"The tweet uses emotionally charged phrases such as ""Please help #FlattenTheCurve"" and ""refrain from buying non essential items,"" indicating a strong opinion. The tweet highlights the hardship faced by local delivery service providers who are ""working 11 hour days even during a global crisis,"" which conveys concern and a critical tone. The specific callout, ""Your new patio set and curtains can wait a few months Susan,"" expresses frustration or mild sarcasm towards people making non-essential purchases. The overall tone is judgemental and appeals for empathy, but it is tinged more with criticism and frustration rather than positivity.",1
Wondering how @SBAgov PPP loans work? Here's an overview of the situation. You can learn more by visiting https://t.co/pfZ3Tb8W9j https://t.co/ORSVybb3x0,Neutral,"The tweet is informational in nature, offering an overview of how PPP loans work and providing a link for additional information. There are no emotionally charged or judgmental words present in the tweet. The phrasing is neutral, designed simply to inform or educate followers. There is no indication of positive or negative sentiment.",1
"@UrbanPiePizzaCo This is the best frozen pizza from the grocery store. Best sauce to cheese ratio and the amount of toppings you get per bite is perfect. The crust is not too thin nor too thick, its nice and crunchy and not too doughy. I highly recommend ",Positive,"The tweet contains multiple emotionally charged words and phrases such as ""best,"" ""perfect,"" ""nice and crunchy,"" and ""highly recommend."" Each of these phrases conveys strong approval and satisfaction. The user lists positive attributes of the pizza, including the sauce-to-cheese ratio, topping distribution, and the crust's texture. All comments are compliments and there is no indication of any criticism or neutral language. The overall tone is enthusiastic and appreciative.",2
#StayCalm Altered consumer retail purchasing behaviors in the wake of the spreading #Covid_19 has food and beverage manufacturers as well as retailers scrambling to keep pace with demand https://t.co/YefyFRVc4s,Neutral,"The tweet reports on altered consumer behaviors and increased demand in response to the spreading #Covid_19. Phrases like ""scrambling to keep pace with demand"" suggest a sense of urgency and challenge, but there are no overtly emotionally charged or judgmental words. The tweet appears to aim for an informative tone, using neutral language to describe business impacts. The hashtag ""#StayCalm"" is a moderate positive phrase but seems intended as advice rather than expressing an emotional response. Overall, the tone is factual and lacks strong positive or negative emotion.",2
Your daily reminder: #WashYourHands plus an informative article about how soap is the ultimate hitman (-woman) when it comes to the #coronavirus and #COVID19 https://t.co/fZX0iqWZeh,Positive,"The tweet contains the phrase ""daily reminder,"" which is neutral but suggests helpfulness. The use of ""informative article"" implies positivity as it aims to educate and assist the reader. The creative phrase ""soap is the ultimate hitman (-woman) when it comes to the #coronavirus and #COVID19"" playfully personifies soap as an effective tool, which carries a positive connotation regarding soap's power against the virus. There are no negative or judgmental words present; the overall tone is supportive, lively, and encouraging healthy behavior.",1
